Wvlgth Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar Zonal_ground_reflectance
.3015E+03 .3232E-02 .1466E-02 .1989E-02 .3892E-01
.3020E+03 .2721E-02 .1216E-02 .1694E-02 .3954E-01
.3025E+03 .5147E-02 .2348E-02 .3153E-02 .3961E-01
.3030E+03 .8832E-02 .4133E-02 .5297E-02 .3967E-01
.3035E+03 .1079E-01 .5128E-02 .6388E-02 .3975E-01
.3040E+03 .9930E-02 .4742E-02 .5851E-02 .3983E-01
.3045E+03 .1401E-01 .6704E-02 .8238E-02 .3985E-01
.3050E+03 .1963E-01 .9375E-02 .1156E-01 .3988E-01
.3055E+03 .2140E-01 .1022E-01 .1261E-01 .3991E-01
.3060E+03 .2034E-01 .9751E-02 .1195E-01 .3994E-01
.3065E+03 .2457E-01 .1180E-01 .1441E-01 .4002E-01
.3070E+03 .3402E-01 .1625E-01 .2004E-01 .4011E-01
.3075E+03 .4237E-01 .2012E-01 .2509E-01 .4020E-01
.3080E+03 .4434E-01 .2114E-01 .2616E-01 .4029E-01
.3085E+03 .5074E-01 .2418E-01 .2994E-01 .4032E-01
.3090E+03 .4854E-01 .2162E-01 .3029E-01 .4040E-01
.3095E+03 .5329E-01 .2433E-01 .3261E-01 .4041E-01
.3100E+03 .5254E-01 .2429E-01 .3182E-01 .4043E-01
.3105E+03 .8436E-01 .3935E-01 .5071E-01 .4048E-01
.3110E+03 .1042E+00 .4911E-01 .6214E-01 .4053E-01
.3115E+03 .1000E+00 .4746E-01 .5923E-01 .4058E-01
.3120E+03 .9643E-01 .4630E-01 .5654E-01 .4062E-01
.3125E+03 .1146E+00 .5545E-01 .6670E-01 .4070E-01
.3130E+03 .1228E+00 .5980E-01 .7107E-01 .4078E-01
.3135E+03 .1208E+00 .5915E-01 .6962E-01 .4087E-01
.3140E+03 .1467E+00 .7226E-01 .8396E-01 .4095E-01
.3145E+03 .1250E+00 .6184E-01 .7123E-01 .4100E-01
.3150E+03 .1632E+00 .8119E-01 .9262E-01 .4105E-01
.3155E+03 .1395E+00 .6981E-01 .7865E-01 .4110E-01
.3160E+03 .1180E+00 .5925E-01 .6632E-01 .4116E-01
.3165E+03 .1648E+00 .8291E-01 .9243E-01 .4173E-01
.3170E+03 .2048E+00 .1036E+00 .1143E+00 .4230E-01
.3175E+03 .2152E+00 .1095E+00 .1194E+00 .4286E-01
.3180E+03 .1648E+00 .8404E-01 .9119E-01 .4343E-01
.3185E+03 .1972E+00 .1004E+00 .1093E+00 .4409E-01
.3190E+03 .2298E+00 .1171E+00 .1273E+00 .4475E-01
.3195E+03 .1935E+00 .9967E-01 .1059E+00 .4540E-01
.3200E+03 .2351E+00 .1218E+00 .1280E+00 .4605E-01
.3205E+03 .2832E+00 .1463E+00 .1546E+00 .4663E-01
.3210E+03 .2437E+00 .1254E+00 .1335E+00 .4720E-01
.3215E+03 .2331E+00 .1204E+00 .1272E+00 .4777E-01
.3220E+03 .2583E+00 .1353E+00 .1390E+00 .4833E-01
.3225E+03 .2245E+00 .1181E+00 .1203E+00 .4898E-01
.3230E+03 .2184E+00 .1147E+00 .1171E+00 .4964E-01
.3235E+03 .2617E+00 .1343E+00 .1437E+00 .5033E-01
.3240E+03 .3045E+00 .1568E+00 .1666E+00 .5098E-01
.3245E+03 .3127E+00 .1623E+00 .1697E+00 .5154E-01
.3250E+03 .2748E+00 .1467E+00 .1447E+00 .5208E-01
.3255E+03 .3466E+00 .1849E+00 .1827E+00 .5266E-01
.3260E+03 .4202E+00 .2201E+00 .2258E+00 .5325E-01
.3265E+03 .4156E+00 .2175E+00 .2235E+00 .5388E-01
.3270E+03 .4167E+00 .2194E+00 .2226E+00 .5450E-01
.3275E+03 .4056E+00 .2150E+00 .2151E+00 .5512E-01
.3280E+03 .3681E+00 .1971E+00 .1931E+00 .5574E-01
.3285E+03 .3790E+00 .2023E+00 .1994E+00 .5634E-01
.3290E+03 .4464E+00 .2376E+00 .2355E+00 .5695E-01
.3295E+03 .5044E+00 .2690E+00 .2655E+00 .5754E-01
.3300E+03 .5115E+00 .2744E+00 .2675E+00 .5814E-01
.3305E+03 .4153E+00 .2249E+00 .2149E+00 .5872E-01
.3310E+03 .4255E+00 .2317E+00 .2187E+00 .5932E-01
.3315E+03 .4287E+00 .2336E+00 .2203E+00 .5992E-01
.3320E+03 .4571E+00 .2485E+00 .2354E+00 .6052E-01
.3325E+03 .4497E+00 .2447E+00 .2313E+00 .6115E-01
.3330E+03 .4506E+00 .2466E+00 .2302E+00 .6177E-01
.3335E+03 .4126E+00 .2277E+00 .2087E+00 .6238E-01
.3340E+03 .4238E+00 .2349E+00 .2132E+00 .6300E-01
.3345E+03 .4836E+00 .2677E+00 .2437E+00 .6360E-01
.3350E+03 .4518E+00 .2502E+00 .2274E+00 .6420E-01
.3355E+03 .5266E+00 .2850E+00 .2723E+00 .6484E-01
.3360E+03 .3647E+00 .1981E+00 .1878E+00 .6544E-01
.3365E+03 .4303E+00 .2414E+00 .2133E+00 .6595E-01
.3370E+03 .3552E+00 .2004E+00 .1748E+00 .6651E-01
.3375E+03 .4430E+00 .2510E+00 .2168E+00 .6708E-01
.3380E+03 .4286E+00 .2427E+00 .2099E+00 .6765E-01
.3385E+03 .4936E+00 .2747E+00 .2469E+00 .6834E-01
.3390E+03 .4890E+00 .2746E+00 .2419E+00 .6898E-01
.3395E+03 .4708E+00 .2643E+00 .2330E+00 .6964E-01
.3400E+03 .5555E+00 .3189E+00 .2671E+00 .7025E-01
.3405E+03 .5007E+00 .2883E+00 .2398E+00 .7084E-01
.3410E+03 .4880E+00 .2775E+00 .2376E+00 .7147E-01
.3415E+03 .4486E+00 .2581E+00 .2151E+00 .7204E-01
.3420E+03 .5365E+00 .3102E+00 .2555E+00 .7263E-01
.3425E+03 .5027E+00 .2921E+00 .2378E+00 .7322E-01
.3430E+03 .5535E+00 .3213E+00 .2621E+00 .7382E-01
.3435E+03 .5216E+00 .3028E+00 .2471E+00 .7442E-01
.3440E+03 .3864E+00 .2276E+00 .1793E+00 .7499E-01
.3445E+03 .3899E+00 .2261E+00 .1849E+00 .7562E-01
.3450E+03 .5169E+00 .3038E+00 .2407E+00 .7619E-01
.3455E+03 .5283E+00 .3125E+00 .2438E+00 .7678E-01
.3460E+03 .4494E+00 .2672E+00 .2059E+00 .7736E-01
.3465E+03 .5094E+00 .3041E+00 .2319E+00 .7798E-01
.3470E+03 .5473E+00 .3267E+00 .2492E+00 .7861E-01
.3475E+03 .4429E+00 .2648E+00 .2012E+00 .7923E-01
.3480E+03 .5055E+00 .3044E+00 .2273E+00 .7984E-01
.3485E+03 .5058E+00 .3060E+00 .2258E+00 .8046E-01
.3490E+03 .4697E+00 .2852E+00 .2085E+00 .8108E-01
.3495E+03 .4654E+00 .2833E+00 .2058E+00 .8170E-01
.3500E+03 .5761E+00 .3517E+00 .2536E+00 .8231E-01
.3505E+03 .6081E+00 .3723E+00 .2665E+00 .8288E-01
.3510E+03 .5436E+00 .3333E+00 .2377E+00 .8344E-01
.3515E+03 .5288E+00 .3235E+00 .2319E+00 .8402E-01
.3520E+03 .5686E+00 .3499E+00 .2471E+00 .8457E-01
.3525E+03 .4440E+00 .2746E+00 .1915E+00 .8519E-01
.3530E+03 .5597E+00 .3474E+00 .2399E+00 .8580E-01
.3535E+03 .5985E+00 .3728E+00 .2552E+00 .8642E-01
.3540E+03 .6215E+00 .3883E+00 .2636E+00 .8704E-01
.3545E+03 .6312E+00 .3955E+00 .2665E+00 .8763E-01
.3550E+03 .6300E+00 .3956E+00 .2651E+00 .8822E-01
.3555E+03 .5699E+00 .3589E+00 .2387E+00 .8881E-01
.3560E+03 .5971E+00 .3770E+00 .2489E+00 .8940E-01
.3565E+03 .5104E+00 .3231E+00 .2118E+00 .8999E-01
.3570E+03 .4222E+00 .2679E+00 .1744E+00 .9058E-01
.3575E+03 .5173E+00 .3292E+00 .2128E+00 .9117E-01
.3580E+03 .4104E+00 .2618E+00 .1680E+00 .9176E-01
.3585E+03 .3510E+00 .2245E+00 .1431E+00 .9235E-01
.3590E+03 .4915E+00 .3151E+00 .1995E+00 .9294E-01
.3595E+03 .6270E+00 .4026E+00 .2537E+00 .9353E-01
.3600E+03 .6653E+00 .4284E+00 .2679E+00 .9412E-01
.3605E+03 .5322E+00 .3436E+00 .2133E+00 .9473E-01
.3610E+03 .4856E+00 .3143E+00 .1937E+00 .9535E-01
.3615E+03 .5595E+00 .3630E+00 .2223E+00 .9597E-01
.3620E+03 .4841E+00 .3148E+00 .1915E+00 .9659E-01
.3625E+03 .6705E+00 .4370E+00 .2642E+00 .9717E-01
.3630E+03 .6026E+00 .3936E+00 .2365E+00 .9776E-01
.3635E+03 .5555E+00 .3636E+00 .2171E+00 .9835E-01
.3640E+03 .6798E+00 .4459E+00 .2646E+00 .9894E-01
.3645E+03 .5815E+00 .3823E+00 .2254E+00 .9953E-01
.3650E+03 .5928E+00 .3905E+00 .2288E+00 .1001E+00
.3655E+03 .7446E+00 .4916E+00 .2862E+00 .1007E+00
.3660E+03 .7894E+00 .5224E+00 .3022E+00 .1013E+00
.3665E+03 .7421E+00 .4921E+00 .2829E+00 .1019E+00
.3670E+03 .7232E+00 .4806E+00 .2745E+00 .1025E+00
.3675E+03 .7508E+00 .5000E+00 .2838E+00 .1031E+00
.3680E+03 .6572E+00 .4386E+00 .2474E+00 .1038E+00
.3685E+03 .6639E+00 .4439E+00 .2489E+00 .1044E+00
.3690E+03 .7178E+00 .4809E+00 .2680E+00 .1049E+00
.3695E+03 .7660E+00 .5143E+00 .2849E+00 .1055E+00
.3700E+03 .8176E+00 .5500E+00 .3028E+00 .1061E+00
.3705E+03 .6352E+00 .4281E+00 .2343E+00 .1067E+00
.3710E+03 .6793E+00 .4588E+00 .2496E+00 .1073E+00
.3715E+03 .8507E+00 .5756E+00 .3112E+00 .1079E+00
.3720E+03 .5651E+00 .3831E+00 .2059E+00 .1085E+00
.3725E+03 .6782E+00 .4607E+00 .2461E+00 .1091E+00
.3730E+03 .6904E+00 .4699E+00 .2495E+00 .1097E+00
.3735E+03 .4496E+00 .3065E+00 .1619E+00 .1103E+00
.3740E+03 .6538E+00 .4466E+00 .2344E+00 .1109E+00
.3745E+03 .5419E+00 .3708E+00 .1935E+00 .1115E+00
.3750E+03 .5272E+00 .3615E+00 .1875E+00 .1121E+00
.3755E+03 .7877E+00 .5411E+00 .2791E+00 .1127E+00
.3760E+03 .6535E+00 .4498E+00 .2306E+00 .1133E+00
.3765E+03 .6778E+00 .4674E+00 .2382E+00 .1139E+00
.3770E+03 .7182E+00 .4961E+00 .2514E+00 .1145E+00
.3775E+03 .8409E+00 .5819E+00 .2932E+00 .1151E+00
.3780E+03 .9123E+00 .6324E+00 .3168E+00 .1156E+00
.3785E+03 .8630E+00 .5994E+00 .2984E+00 .1157E+00
.3790E+03 .7128E+00 .4960E+00 .2454E+00 .1158E+00
.3795E+03 .6516E+00 .4543E+00 .2234E+00 .1158E+00
.3800E+03 .6780E+00 .4736E+00 .2314E+00 .1159E+00
.3805E+03 .8218E+00 .5751E+00 .2794E+00 .1159E+00
.3810E+03 .8240E+00 .5777E+00 .2790E+00 .1160E+00
.3815E+03 .6536E+00 .4591E+00 .2204E+00 .1160E+00
.3820E+03 .5808E+00 .4087E+00 .1951E+00 .1160E+00
.3825E+03 .4954E+00 .3492E+00 .1657E+00 .1160E+00
.3830E+03 .4589E+00 .3240E+00 .1529E+00 .1160E+00
.3835E+03 .4423E+00 .3128E+00 .1468E+00 .1165E+00
.3840E+03 .4882E+00 .3458E+00 .1614E+00 .1170E+00
.3845E+03 .7186E+00 .5099E+00 .2366E+00 .1175E+00
.3850E+03 .7132E+00 .5069E+00 .2340E+00 .1179E+00
.3855E+03 .6648E+00 .4732E+00 .2172E+00 .1184E+00
.3860E+03 .5699E+00 .4063E+00 .1855E+00 .1186E+00
.3865E+03 .7491E+00 .5350E+00 .2429E+00 .1189E+00
.3870E+03 .6230E+00 .4456E+00 .2012E+00 .1191E+00
.3875E+03 .7004E+00 .5018E+00 .2253E+00 .1194E+00
.3880E+03 .6471E+00 .4644E+00 .2073E+00 .1196E+00
.3885E+03 .6402E+00 .4601E+00 .2043E+00 .1199E+00
.3890E+03 .6916E+00 .4978E+00 .2198E+00 .1201E+00
.3895E+03 .8382E+00 .6043E+00 .2654E+00 .1203E+00
.3900E+03 .8418E+00 .6079E+00 .2655E+00 .1206E+00
.3905E+03 .7753E+00 .5607E+00 .2436E+00 .1208E+00
.3910E+03 .9132E+00 .6615E+00 .2858E+00 .1210E+00
.3915E+03 .9322E+00 .6762E+00 .2906E+00 .1212E+00
.3920E+03 .7857E+00 .5709E+00 .2439E+00 .1214E+00
.3925E+03 .7039E+00 .5122E+00 .2177E+00 .1216E+00
.3930E+03 .3919E+00 .2856E+00 .1208E+00 .1219E+00
.3935E+03 .2851E+00 .2080E+00 .8751E-01 .1224E+00
.3940E+03 .5805E+00 .4242E+00 .1775E+00 .1229E+00
.3945E+03 .7385E+00 .5404E+00 .2250E+00 .1234E+00
.3950E+03 .9018E+00 .6608E+00 .2737E+00 .1239E+00
.3955E+03 .9167E+00 .6727E+00 .2772E+00 .1243E+00
.3960E+03 .7954E+00 .5844E+00 .2396E+00 .1245E+00
.3965E+03 .4652E+00 .3423E+00 .1396E+00 .1248E+00
.3970E+03 .3494E+00 .2574E+00 .1044E+00 .1250E+00
.3975E+03 .7110E+00 .5246E+00 .2117E+00 .1253E+00
.3980E+03 .9964E+00 .7363E+00 .2956E+00 .1256E+00
.3985E+03 .1031E+01 .7625E+00 .3046E+00 .1261E+00
.3990E+03 .1117E+01 .8271E+00 .3288E+00 .1266E+00
.3995E+03 .1114E+01 .8260E+00 .3268E+00 .1271E+00
.4000E+03 .1157E+01 .8596E+00 .3383E+00 .1275E+00
.4010E+03 .1188E+01 .8860E+00 .3432E+00 .1281E+00
.4020E+03 .1255E+01 .9382E+00 .3599E+00 .1285E+00
.4030E+03 .1193E+01 .8944E+00 .3398E+00 .1291E+00
.4040E+03 .1176E+01 .8838E+00 .3326E+00 .1301E+00
.4050E+03 .1177E+01 .8868E+00 .3306E+00 .1310E+00
.4060E+03 .1160E+01 .8753E+00 .3233E+00 .1316E+00
.4070E+03 .1142E+01 .8642E+00 .3162E+00 .1321E+00
.4080E+03 .1188E+01 .9011E+00 .3266E+00 .1329E+00
.4090E+03 .1273E+01 .9677E+00 .3477E+00 .1344E+00
.4100E+03 .1114E+01 .8481E+00 .3021E+00 .1359E+00
.4110E+03 .1208E+01 .9215E+00 .3254E+00 .1368E+00
.4120E+03 .1298E+01 .9925E+00 .3474E+00 .1378E+00
.4130E+03 .1267E+01 .9712E+00 .3369E+00 .1388E+00
.4140E+03 .1284E+01 .9863E+00 .3392E+00 .1397E+00
.4150E+03 .1289E+01 .9916E+00 .3380E+00 .1407E+00
.4160E+03 .1313E+01 .1012E+01 .3419E+00 .1412E+00
.4170E+03 .1282E+01 .9902E+00 .3315E+00 .1417E+00
.4180E+03 .1259E+01 .9750E+00 .3235E+00 .1422E+00
.4190E+03 .1277E+01 .9906E+00 .3259E+00 .1427E+00
.4200E+03 .1273E+01 .9893E+00 .3226E+00 .1432E+00
.4210E+03 .1333E+01 .1038E+01 .3355E+00 .1437E+00
.4220E+03 .1268E+01 .9895E+00 .3170E+00 .1441E+00
.4230E+03 .1240E+01 .9693E+00 .3078E+00 .1446E+00
.4240E+03 .1313E+01 .1028E+01 .3237E+00 .1450E+00
.4250E+03 .1311E+01 .1029E+01 .3212E+00 .1455E+00
.4260E+03 .1278E+01 .1005E+01 .3111E+00 .1465E+00
.4270E+03 .1255E+01 .9887E+00 .3036E+00 .1474E+00
.4280E+03 .1224E+01 .9658E+00 .2942E+00 .1484E+00
.4290E+03 .1160E+01 .9169E+00 .2772E+00 .1494E+00
.4300E+03 .1016E+01 .8043E+00 .2412E+00 .1503E+00
.4310E+03 .1008E+01 .7996E+00 .2377E+00 .1507E+00
.4320E+03 .1303E+01 .1035E+01 .3051E+00 .1511E+00
.4330E+03 .1311E+01 .1043E+01 .3050E+00 .1515E+00
.4340E+03 .1218E+01 .9712E+00 .2817E+00 .1520E+00
.4350E+03 .1274E+01 .1017E+01 .2926E+00 .1528E+00
.4360E+03 .1436E+01 .1148E+01 .3280E+00 .1543E+00
.4370E+03 .1418E+01 .1135E+01 .3219E+00 .1557E+00
.4380E+03 .1292E+01 .1036E+01 .2916E+00 .1572E+00
.4390E+03 .1338E+01 .1074E+01 .3001E+00 .1587E+00
.4400E+03 .1381E+01 .1111E+01 .3079E+00 .1597E+00
.4410E+03 .1432E+01 .1154E+01 .3173E+00 .1602E+00
.4420E+03 .1537E+01 .1240E+01 .3383E+00 .1607E+00
.4430E+03 .1499E+01 .1211E+01 .3278E+00 .1616E+00
.4440E+03 .1532E+01 .1240E+01 .3332E+00 .1625E+00
.4450E+03 .1501E+01 .1216E+01 .3243E+00 .1632E+00
.4460E+03 .1433E+01 .1162E+01 .3078E+00 .1638E+00
.4470E+03 .1549E+01 .1259E+01 .3309E+00 .1643E+00
.4480E+03 .1576E+01 .1282E+01 .3343E+00 .1647E+00
.4490E+03 .1582E+01 .1289E+01 .3337E+00 .1652E+00
.4500E+03 .1627E+01 .1328E+01 .3411E+00 .1656E+00
.4510E+03 .1689E+01 .1380E+01 .3518E+00 .1661E+00
.4520E+03 .1628E+01 .1332E+01 .3371E+00 .1666E+00
.4530E+03 .1532E+01 .1255E+01 .3155E+00 .1676E+00
.4540E+03 .1600E+01 .1312E+01 .3276E+00 .1686E+00
.4550E+03 .1611E+01 .1323E+01 .3278E+00 .1692E+00
.4560E+03 .1650E+01 .1357E+01 .3337E+00 .1697E+00
.4570E+03 .1679E+01 .1383E+01 .3374E+00 .1703E+00
.4580E+03 .1623E+01 .1339E+01 .3242E+00 .1712E+00
.4590E+03 .1616E+01 .1334E+01 .3207E+00 .1722E+00
.4600E+03 .1622E+01 .1341E+01 .3199E+00 .1731E+00
.4610E+03 .1660E+01 .1374E+01 .3255E+00 .1741E+00
.4620E+03 .1673E+01 .1387E+01 .3263E+00 .1752E+00
.4630E+03 .1663E+01 .1380E+01 .3226E+00 .1766E+00
.4640E+03 .1636E+01 .1358E+01 .3157E+00 .1780E+00
.4650E+03 .1615E+01 .1343E+01 .3102E+00 .1787E+00
.4660E+03 .1632E+01 .1358E+01 .3115E+00 .1792E+00
.4670E+03 .1603E+01 .1336E+01 .3042E+00 .1796E+00
.4680E+03 .1623E+01 .1354E+01 .3060E+00 .1796E+00
.4690E+03 .1632E+01 .1364E+01 .3058E+00 .1795E+00
.4700E+03 .1581E+01 .1322E+01 .2945E+00 .1808E+00
.4710E+03 .1580E+01 .1323E+01 .2928E+00 .1822E+00
.4720E+03 .1666E+01 .1396E+01 .3069E+00 .1832E+00
.4730E+03 .1646E+01 .1381E+01 .3014E+00 .1838E+00
.4740E+03 .1649E+01 .1385E+01 .3002E+00 .1843E+00
.4750E+03 .1665E+01 .1400E+01 .3012E+00 .1852E+00
.4760E+03 .1617E+01 .1361E+01 .2906E+00 .1861E+00
.4770E+03 .1623E+01 .1368E+01 .2898E+00 .1868E+00
.4780E+03 .1668E+01 .1408E+01 .2961E+00 .1872E+00
.4790E+03 .1659E+01 .1401E+01 .2926E+00 .1876E+00
.4800E+03 .1663E+01 .1406E+01 .2916E+00 .1887E+00
.4810E+03 .1694E+01 .1434E+01 .2952E+00 .1897E+00
.4820E+03 .1703E+01 .1443E+01 .2952E+00 .1904E+00
.4830E+03 .1682E+01 .1427E+01 .2901E+00 .1908E+00
.4840E+03 .1648E+01 .1400E+01 .2826E+00 .1912E+00
.4850E+03 .1571E+01 .1335E+01 .2679E+00 .1917E+00
.4860E+03 .1374E+01 .1168E+01 .2330E+00 .1921E+00
.4870E+03 .1440E+01 .1226E+01 .2430E+00 .1926E+00
.4880E+03 .1581E+01 .1347E+01 .2651E+00 .1931E+00
.4890E+03 .1588E+01 .1353E+01 .2646E+00 .1937E+00
.4900E+03 .1671E+01 .1425E+01 .2769E+00 .1947E+00
.4910E+03 .1643E+01 .1402E+01 .2707E+00 .1957E+00
.4920E+03 .1552E+01 .1326E+01 .2544E+00 .1963E+00
.4930E+03 .1604E+01 .1371E+01 .2613E+00 .1968E+00
.4940E+03 .1621E+01 .1387E+01 .2625E+00 .1974E+00
.4950E+03 .1636E+01 .1400E+01 .2634E+00 .1984E+00
.4960E+03 .1647E+01 .1411E+01 .2637E+00 .1993E+00
.4970E+03 .1673E+01 .1435E+01 .2664E+00 .2003E+00
.4980E+03 .1596E+01 .1369E+01 .2525E+00 .2012E+00
.4990E+03 .1618E+01 .1389E+01 .2544E+00 .2020E+00
.5000E+03 .1572E+01 .1351E+01 .2456E+00 .2024E+00
.5010E+03 .1546E+01 .1329E+01 .2415E+00 .2029E+00
.5020E+03 .1526E+01 .1313E+01 .2368E+00 .2034E+00
.5030E+03 .1591E+01 .1369E+01 .2452E+00 .2039E+00
.5040E+03 .1553E+01 .1338E+01 .2377E+00 .2046E+00
.5050E+03 .1608E+01 .1386E+01 .2451E+00 .2056E+00
.5060E+03 .1661E+01 .1432E+01 .2518E+00 .2066E+00
.5070E+03 .1581E+01 .1365E+01 .2385E+00 .2070E+00
.5080E+03 .1532E+01 .1323E+01 .2300E+00 .2074E+00
.5090E+03 .1575E+01 .1361E+01 .2354E+00 .2081E+00
.5100E+03 .1567E+01 .1354E+01 .2331E+00 .2091E+00
.5110E+03 .1609E+01 .1391E+01 .2383E+00 .2100E+00
.5120E+03 .1627E+01 .1408E+01 .2397E+00 .2105E+00
.5130E+03 .1542E+01 .1334E+01 .2259E+00 .2109E+00
.5140E+03 .1531E+01 .1326E+01 .2232E+00 .2117E+00
.5150E+03 .1517E+01 .1314E+01 .2200E+00 .2127E+00
.5160E+03 .1514E+01 .1313E+01 .2185E+00 .2137E+00
.5170E+03 .1346E+01 .1168E+01 .1933E+00 .2146E+00
.5180E+03 .1416E+01 .1229E+01 .2023E+00 .2156E+00
.5190E+03 .1486E+01 .1290E+01 .2112E+00 .2162E+00
.5200E+03 .1541E+01 .1339E+01 .2178E+00 .2166E+00
.5210E+03 .1556E+01 .1353E+01 .2187E+00 .2172E+00
.5220E+03 .1558E+01 .1355E+01 .2179E+00 .2182E+00
.5230E+03 .1532E+01 .1333E+01 .2131E+00 .2193E+00
.5240E+03 .1588E+01 .1383E+01 .2198E+00 .2206E+00
.5250E+03 .1609E+01 .1401E+01 .2214E+00 .2219E+00
.5260E+03 .1538E+01 .1340E+01 .2105E+00 .2230E+00
.5270E+03 .1450E+01 .1264E+01 .1974E+00 .2236E+00
.5280E+03 .1534E+01 .1339E+01 .2076E+00 .2241E+00
.5290E+03 .1618E+01 .1412E+01 .2178E+00 .2254E+00
.5300E+03 .1596E+01 .1394E+01 .2138E+00 .2268E+00
.5310E+03 .1621E+01 .1416E+01 .2161E+00 .2281E+00
.5320E+03 .1566E+01 .1369E+01 .2078E+00 .2291E+00
.5330E+03 .1521E+01 .1331E+01 .2009E+00 .2301E+00
.5340E+03 .1567E+01 .1371E+01 .2059E+00 .2310E+00
.5350E+03 .1601E+01 .1401E+01 .2095E+00 .2319E+00
.5360E+03 .1616E+01 .1415E+01 .2105E+00 .2326E+00
.5370E+03 .1553E+01 .1360E+01 .2013E+00 .2331E+00
.5380E+03 .1581E+01 .1385E+01 .2040E+00 .2335E+00
.5390E+03 .1569E+01 .1376E+01 .2016E+00 .2351E+00
.5400E+03 .1505E+01 .1320E+01 .1925E+00 .2365E+00
.5410E+03 .1517E+01 .1331E+01 .1930E+00 .2374E+00
.5420E+03 .1566E+01 .1375E+01 .1982E+00 .2378E+00
.5430E+03 .1550E+01 .1361E+01 .1953E+00 .2385E+00
.5440E+03 .1578E+01 .1386E+01 .1980E+00 .2405E+00
.5450E+03 .1574E+01 .1383E+01 .1966E+00 .2425E+00
.5460E+03 .1581E+01 .1389E+01 .1964E+00 .2433E+00
.5470E+03 .1579E+01 .1389E+01 .1953E+00 .2438E+00
.5480E+03 .1560E+01 .1373E+01 .1921E+00 .2444E+00
.5490E+03 .1566E+01 .1378E+01 .1920E+00 .2453E+00
.5500E+03 .1586E+01 .1397E+01 .1937E+00 .2463E+00
.5510E+03 .1568E+01 .1381E+01 .1905E+00 .2469E+00
.5520E+03 .1580E+01 .1392E+01 .1910E+00 .2474E+00
.5530E+03 .1552E+01 .1368E+01 .1868E+00 .2481E+00
.5540E+03 .1590E+01 .1402E+01 .1904E+00 .2490E+00
.5550E+03 .1593E+01 .1405E+01 .1899E+00 .2500E+00
