Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Beam_normal_+circumsolar Global_horizn_irradiance Global_tilted_irradiance Zonal_ground_reflectance
.3035E+03 .6460E+00 .4212E-01 .4232E-01 .7017E-01 .7017E-01 .4357E-01
.3040E+03 .6210E+00 .4296E-01 .4317E-01 .7143E-01 .7143E-01 .4355E-01
.3045E+03 .6260E+00 .4943E-01 .4967E-01 .8221E-01 .8221E-01 .4355E-01
.3050E+03 .6420E+00 .6014E-01 .6043E-01 .1002E+00 .1002E+00 .4357E-01
.3055E+03 .6110E+00 .6361E-01 .6392E-01 .1060E+00 .1060E+00 .4357E-01
.3060E+03 .5650E+00 .6153E-01 .6183E-01 .1023E+00 .1023E+00 .4355E-01
.3065E+03 .5750E+00 .6688E-01 .6720E-01 .1111E+00 .1111E+00 .4354E-01
.3070E+03 .6050E+00 .8004E-01 .8041E-01 .1331E+00 .1331E+00 .4355E-01
.3075E+03 .6310E+00 .9384E-01 .9427E-01 .1632E+00 .1632E+00 .4389E-01
.3080E+03 .6450E+00 .9853E-01 .9899E-01 .1706E+00 .1706E+00 .4385E-01
.3085E+03 .6405E+00 .1036E+00 .1041E+00 .1782E+00 .1782E+00 .4380E-01
.3090E+03 .5800E+00 .9820E-01 .9865E-01 .1679E+00 .1679E+00 .4376E-01
.3095E+03 .5000E+00 .9538E-01 .9581E-01 .1616E+00 .1616E+00 .4369E-01
.3100E+03 .5330E+00 .1076E+00 .1081E+00 .1813E+00 .1813E+00 .4364E-01
.3105E+03 .6520E+00 .1359E+00 .1365E+00 .2279E+00 .2279E+00 .4361E-01
.3110E+03 .7620E+00 .1661E+00 .1669E+00 .2774E+00 .2774E+00 .4357E-01
.3115E+03 .7440E+00 .1661E+00 .1669E+00 .2764E+00 .2764E+00 .4354E-01
.3120E+03 .7061E+00 .1718E+00 .1726E+00 .2841E+00 .2841E+00 .4350E-01
.3125E+03 .6760E+00 .1741E+00 .1749E+00 .2865E+00 .2865E+00 .4346E-01
.3130E+03 .6940E+00 .1847E+00 .1855E+00 .3028E+00 .3028E+00 .4343E-01
.3135E+03 .7240E+00 .1895E+00 .1903E+00 .3099E+00 .3099E+00 .4341E-01
.3140E+03 .7170E+00 .1997E+00 .2006E+00 .3251E+00 .3251E+00 .4337E-01
.3145E+03 .6760E+00 .2035E+00 .2044E+00 .3298E+00 .3298E+00 .4333E-01
.3150E+03 .6845E+00 .2101E+00 .2110E+00 .3395E+00 .3395E+00 .4331E-01
.3155E+03 .6320E+00 .1889E+00 .1897E+00 .3045E+00 .3045E+00 .4329E-01
.3160E+03 .5870E+00 .1865E+00 .1873E+00 .2994E+00 .2994E+00 .4326E-01
.3165E+03 .6490E+00 .2170E+00 .2179E+00 .3482E+00 .3482E+00 .4325E-01
.3170E+03 .7390E+00 .2483E+00 .2493E+00 .3971E+00 .3971E+00 .4323E-01
.3175E+03 .8019E+00 .2676E+00 .2688E+00 .4264E+00 .4264E+00 .4319E-01
.3180E+03 .7236E+00 .2502E+00 .2512E+00 .3986E+00 .3986E+00 .4319E-01
.3185E+03 .6800E+00 .2497E+00 .2507E+00 .3986E+00 .3986E+00 .4321E-01
.3190E+03 .7058E+00 .2675E+00 .2685E+00 .4269E+00 .4269E+00 .4321E-01
.3195E+03 .7332E+00 .2681E+00 .2692E+00 .4251E+00 .4251E+00 .4316E-01
.3200E+03 .7750E+00 .2829E+00 .2841E+00 .4471E+00 .4471E+00 .4313E-01
.3205E+03 .8260E+00 .3193E+00 .3206E+00 .5056E+00 .5056E+00 .4309E-01
.3210E+03 .7655E+00 .3104E+00 .3116E+00 .4922E+00 .4922E+00 .4306E-01
.3215E+03 .7190E+00 .2946E+00 .2957E+00 .4660E+00 .4660E+00 .4299E-01
.3220E+03 .7351E+00 .2893E+00 .2904E+00 .4544E+00 .4544E+00 .4288E-01
.3225E+03 .7115E+00 .2820E+00 .2831E+00 .4418E+00 .4418E+00 .4281E-01
.3230E+03 .6490E+00 .2663E+00 .2674E+00 .4174E+00 .4174E+00 .4277E-01
.3235E+03 .6814E+00 .2948E+00 .2960E+00 .4680E+00 .4680E+00 .4282E-01
.3240E+03 .7405E+00 .3243E+00 .3255E+00 .5138E+00 .5138E+00 .4276E-01
.3245E+03 .7880E+00 .3408E+00 .3422E+00 .5373E+00 .5373E+00 .4267E-01
.3250E+03 .8292E+00 .3488E+00 .3501E+00 .5410E+00 .5410E+00 .4249E-01
.3255E+03 .9138E+00 .3949E+00 .3964E+00 .6182E+00 .6182E+00 .4251E-01
.3260E+03 .9984E+00 .4471E+00 .4488E+00 .7011E+00 .7011E+00 .4248E-01
.3265E+03 .1017E+01 .4663E+00 .4681E+00 .7315E+00 .7315E+00 .4243E-01
.3270E+03 .1005E+01 .4602E+00 .4619E+00 .7193E+00 .7193E+00 .4236E-01
.3275E+03 .9868E+00 .4500E+00 .4516E+00 .7005E+00 .7005E+00 .4228E-01
.3280E+03 .9568E+00 .4256E+00 .4272E+00 .6582E+00 .6582E+00 .4217E-01
.3285E+03 .9340E+00 .4317E+00 .4333E+00 .6690E+00 .6690E+00 .4214E-01
.3290E+03 .1005E+01 .4767E+00 .4785E+00 .7394E+00 .7394E+00 .4210E-01
.3295E+03 .1096E+01 .5253E+00 .5273E+00 .8134E+00 .8134E+00 .4204E-01
.3300E+03 .1110E+01 .5320E+00 .5339E+00 .8210E+00 .8210E+00 .4196E-01
.3305E+03 .1043E+01 .4938E+00 .4956E+00 .7583E+00 .7583E+00 .4187E-01
.3310E+03 .9910E+00 .4682E+00 .4699E+00 .7166E+00 .7166E+00 .4180E-01
.3315E+03 .9940E+00 .4779E+00 .4796E+00 .7309E+00 .7309E+00 .4174E-01
.3320E+03 .9928E+00 .4876E+00 .4893E+00 .7459E+00 .7459E+00 .4170E-01
.3325E+03 .9800E+00 .4865E+00 .4883E+00 .7433E+00 .7433E+00 .4164E-01
.3330E+03 .9639E+00 .4786E+00 .4803E+00 .7288E+00 .7288E+00 .4156E-01
.3335E+03 .9370E+00 .4614E+00 .4630E+00 .6996E+00 .6996E+00 .4148E-01
.3340E+03 .9556E+00 .4713E+00 .4730E+00 .7127E+00 .7127E+00 .4141E-01
.3345E+03 .9886E+00 .4963E+00 .4981E+00 .7504E+00 .7504E+00 .4136E-01
.3350E+03 .1010E+01 .5125E+00 .5142E+00 .7738E+00 .7738E+00 .4130E-01
.3355E+03 .9745E+00 .4983E+00 .5000E+00 .7710E+00 .7710E+00 .4145E-01
.3360E+03 .8898E+00 .4567E+00 .4583E+00 .7050E+00 .7050E+00 .4139E-01
.3365E+03 .8290E+00 .4244E+00 .4258E+00 .6360E+00 .6360E+00 .4109E-01
.3370E+03 .8180E+00 .4182E+00 .4196E+00 .6248E+00 .6248E+00 .4102E-01
.3375E+03 .8773E+00 .4493E+00 .4508E+00 .6695E+00 .6695E+00 .4095E-01
.3380E+03 .9253E+00 .4803E+00 .4819E+00 .7151E+00 .7151E+00 .4090E-01
.3385E+03 .9578E+00 .5006E+00 .5023E+00 .7596E+00 .7596E+00 .4100E-01
.3390E+03 .9686E+00 .5087E+00 .5104E+00 .7671E+00 .7671E+00 .4091E-01
.3395E+03 .9890E+00 .5211E+00 .5229E+00 .7866E+00 .7866E+00 .4086E-01
.3400E+03 .1054E+01 .5552E+00 .5571E+00 .8193E+00 .8193E+00 .4063E-01
.3405E+03 .1046E+01 .5533E+00 .5552E+00 .8417E+00 .8417E+00 .4088E-01
.3410E+03 .9710E+00 .5176E+00 .5193E+00 .7740E+00 .7740E+00 .4074E-01
.3415E+03 .9590E+00 .5138E+00 .5155E+00 .7618E+00 .7618E+00 .4067E-01
.3420E+03 .9957E+00 .5354E+00 .5372E+00 .7910E+00 .7910E+00 .4064E-01
.3425E+03 .1028E+01 .5550E+00 .5568E+00 .8171E+00 .8171E+00 .4061E-01
.3430E+03 .1042E+01 .5639E+00 .5657E+00 .8313E+00 .8313E+00 .4062E-01
.3435E+03 .9830E+00 .5333E+00 .5350E+00 .7862E+00 .7862E+00 .4063E-01
.3440E+03 .8542E+00 .4626E+00 .4641E+00 .6909E+00 .6909E+00 .4073E-01
.3445E+03 .8130E+00 .4434E+00 .4448E+00 .6544E+00 .6544E+00 .4064E-01
.3450E+03 .9158E+00 .5026E+00 .5042E+00 .7346E+00 .7346E+00 .4055E-01
.3455E+03 .9702E+00 .5348E+00 .5365E+00 .7783E+00 .7783E+00 .4052E-01
.3460E+03 .9427E+00 .5217E+00 .5233E+00 .7564E+00 .7564E+00 .4049E-01
.3465E+03 .9559E+00 .5309E+00 .5326E+00 .7675E+00 .7675E+00 .4046E-01
.3470E+03 .9695E+00 .5398E+00 .5415E+00 .7806E+00 .7806E+00 .4047E-01
.3475E+03 .9332E+00 .5211E+00 .5228E+00 .7527E+00 .7527E+00 .4046E-01
.3480E+03 .9247E+00 .5185E+00 .5201E+00 .7451E+00 .7451E+00 .4041E-01
.3485E+03 .9372E+00 .5271E+00 .5287E+00 .7548E+00 .7548E+00 .4038E-01
.3490E+03 .8990E+00 .5074E+00 .5090E+00 .7249E+00 .7249E+00 .4036E-01
.3495E+03 .9197E+00 .5209E+00 .5225E+00 .7431E+00 .7431E+00 .4035E-01
.3500E+03 .1012E+01 .5751E+00 .5769E+00 .8187E+00 .8187E+00 .4033E-01
.3505E+03 .1085E+01 .6182E+00 .6201E+00 .8783E+00 .8783E+00 .4037E-01
.3510E+03 .1053E+01 .6017E+00 .6035E+00 .8541E+00 .8541E+00 .4041E-01
.3515E+03 .1013E+01 .5795E+00 .5812E+00 .8242E+00 .8242E+00 .4047E-01
.3520E+03 .9838E+00 .5651E+00 .5668E+00 .8004E+00 .8004E+00 .4048E-01
.3525E+03 .9260E+00 .5337E+00 .5353E+00 .7533E+00 .7533E+00 .4050E-01
.3530E+03 .9801E+00 .5668E+00 .5685E+00 .7979E+00 .7979E+00 .4053E-01
.3535E+03 .1075E+01 .6233E+00 .6252E+00 .8752E+00 .8752E+00 .4055E-01
.3540E+03 .1135E+01 .6591E+00 .6610E+00 .9232E+00 .9232E+00 .4058E-01
.3545E+03 .1144E+01 .6663E+00 .6683E+00 .9317E+00 .9317E+00 .4061E-01
.3550E+03 .1141E+01 .6662E+00 .6682E+00 .9303E+00 .9303E+00 .4065E-01
.3555E+03 .1096E+01 .6428E+00 .6447E+00 .8960E+00 .8960E+00 .4068E-01
.3560E+03 .1025E+01 .6029E+00 .6047E+00 .8388E+00 .8388E+00 .4071E-01
.3565E+03 .9591E+00 .5656E+00 .5672E+00 .7855E+00 .7855E+00 .4074E-01
.3570E+03 .8420E+00 .4976E+00 .4990E+00 .6898E+00 .6898E+00 .4078E-01
.3575E+03 .8501E+00 .5036E+00 .5051E+00 .6969E+00 .6969E+00 .4081E-01
.3580E+03 .7892E+00 .4687E+00 .4701E+00 .6474E+00 .6474E+00 .4084E-01
.3585E+03 .7310E+00 .4353E+00 .4365E+00 .6002E+00 .6002E+00 .4087E-01
.3590E+03 .8580E+00 .5121E+00 .5136E+00 .7051E+00 .7051E+00 .4090E-01
.3595E+03 .1032E+01 .6173E+00 .6191E+00 .8489E+00 .8489E+00 .4094E-01
.3600E+03 .1089E+01 .6530E+00 .6548E+00 .8963E+00 .8963E+00 .4097E-01
.3605E+03 .1027E+01 .6170E+00 .6188E+00 .8453E+00 .8453E+00 .4105E-01
.3610E+03 .9415E+00 .5675E+00 .5691E+00 .7761E+00 .7761E+00 .4113E-01
.3615E+03 .9180E+00 .5552E+00 .5567E+00 .7581E+00 .7581E+00 .4121E-01
.3620E+03 .9580E+00 .5813E+00 .5830E+00 .7926E+00 .7926E+00 .4129E-01
.3625E+03 .1045E+01 .6361E+00 .6379E+00 .8660E+00 .8660E+00 .4137E-01
.3630E+03 .1071E+01 .6538E+00 .6556E+00 .8889E+00 .8889E+00 .4146E-01
.3635E+03 .1038E+01 .6355E+00 .6373E+00 .8627E+00 .8627E+00 .4154E-01
.3640E+03 .1072E+01 .6578E+00 .6597E+00 .8917E+00 .8917E+00 .4162E-01
.3645E+03 .1059E+01 .6516E+00 .6534E+00 .8819E+00 .8819E+00 .4170E-01
.3650E+03 .1097E+01 .6765E+00 .6783E+00 .9142E+00 .9142E+00 .4178E-01
.3655E+03 .1204E+01 .7443E+00 .7464E+00 .1004E+01 .1004E+01 .4186E-01
.3660E+03 .1286E+01 .7971E+00 .7993E+00 .1074E+01 .1074E+01 .4194E-01
.3665E+03 .1284E+01 .7982E+00 .8004E+00 .1074E+01 .1074E+01 .4202E-01
.3670E+03 .1258E+01 .7833E+00 .7854E+00 .1052E+01 .1052E+01 .4211E-01
.3675E+03 .1232E+01 .7685E+00 .7706E+00 .1031E+01 .1031E+01 .4219E-01
.3680E+03 .1157E+01 .7234E+00 .7254E+00 .9690E+00 .9690E+00 .4227E-01
.3685E+03 .1146E+01 .7183E+00 .7203E+00 .9610E+00 .9610E+00 .4235E-01
.3690E+03 .1194E+01 .7506E+00 .7527E+00 .1003E+01 .1003E+01 .4243E-01
.3695E+03 .1279E+01 .8062E+00 .8084E+00 .1076E+01 .1076E+01 .4251E-01
.3700E+03 .1293E+01 .8171E+00 .8193E+00 .1089E+01 .1089E+01 .4259E-01
.3705E+03 .1166E+01 .7385E+00 .7404E+00 .9825E+00 .9825E+00 .4267E-01
.3710E+03 .1181E+01 .7499E+00 .7519E+00 .9964E+00 .9964E+00 .4276E-01
.3715E+03 .1225E+01 .7792E+00 .7813E+00 .1034E+01 .1034E+01 .4284E-01
.3720E+03 .1144E+01 .7294E+00 .7313E+00 .9664E+00 .9664E+00 .4292E-01
.3725E+03 .1088E+01 .6947E+00 .6966E+00 .9192E+00 .9192E+00 .4300E-01
.3730E+03 .1044E+01 .6689E+00 .6706E+00 .8839E+00 .8839E+00 .4308E-01
.3735E+03 .9390E+00 .6027E+00 .6043E+00 .7955E+00 .7955E+00 .4316E-01
.3740E+03 .9344E+00 .6011E+00 .6026E+00 .7923E+00 .7923E+00 .4324E-01
.3745E+03 .9250E+00 .5964E+00 .5980E+00 .7851E+00 .7851E+00 .4333E-01
.3750E+03 .9850E+00 .6363E+00 .6380E+00 .8366E+00 .8366E+00 .4341E-01
.3755E+03 .1087E+01 .7037E+00 .7055E+00 .9239E+00 .9239E+00 .4349E-01
.3760E+03 .1124E+01 .7287E+00 .7306E+00 .9555E+00 .9555E+00 .4357E-01
.3765E+03 .1104E+01 .7170E+00 .7189E+00 .9389E+00 .9389E+00 .4365E-01
.3770E+03 .1181E+01 .7691E+00 .7711E+00 .1006E+01 .1006E+01 .4373E-01
.3775E+03 .1315E+01 .8579E+00 .8601E+00 .1121E+01 .1121E+01 .4381E-01
.3780E+03 .1414E+01 .9244E+00 .9268E+00 .1206E+01 .1206E+01 .4389E-01
.3785E+03 .1376E+01 .9012E+00 .9035E+00 .1174E+01 .1174E+01 .4397E-01
.3790E+03 .1226E+01 .8040E+00 .8061E+00 .1046E+01 .1046E+01 .4406E-01
.3795E+03 .1098E+01 .7211E+00 .7229E+00 .9370E+00 .9370E+00 .4414E-01
.3800E+03 .1152E+01 .7579E+00 .7598E+00 .9836E+00 .9836E+00 .4422E-01
.3805E+03 .1231E+01 .8116E+00 .8137E+00 .1052E+01 .1052E+01 .4425E-01
.3810E+03 .1249E+01 .8254E+00 .8275E+00 .1069E+01 .1069E+01 .4429E-01
.3815E+03 .1122E+01 .7435E+00 .7454E+00 .9617E+00 .9617E+00 .4432E-01
.3820E+03 .9543E+00 .6335E+00 .6351E+00 .8184E+00 .8184E+00 .4436E-01
.3825E+03 .8231E+00 .5477E+00 .5491E+00 .7069E+00 .7069E+00 .4439E-01
.3830E+03 .7360E+00 .4908E+00 .4920E+00 .6326E+00 .6326E+00 .4443E-01
.3835E+03 .7110E+00 .4750E+00 .4761E+00 .6115E+00 .6115E+00 .4446E-01
.3840E+03 .8210E+00 .5494E+00 .5508E+00 .7066E+00 .7066E+00 .4450E-01
.3845E+03 .9862E+00 .6613E+00 .6629E+00 .8495E+00 .8495E+00 .4453E-01
.3850E+03 .1080E+01 .7257E+00 .7275E+00 .9312E+00 .9312E+00 .4457E-01
.3855E+03 .1030E+01 .6932E+00 .6949E+00 .8885E+00 .8885E+00 .4460E-01
.3860E+03 .9911E+00 .6686E+00 .6703E+00 .8561E+00 .8561E+00 .4464E-01
.3865E+03 .1028E+01 .6950E+00 .6967E+00 .8889E+00 .8889E+00 .4467E-01
.3870E+03 .1035E+01 .7012E+00 .7029E+00 .8958E+00 .8958E+00 .4471E-01
.3875E+03 .1019E+01 .6910E+00 .6927E+00 .8818E+00 .8818E+00 .4474E-01
.3880E+03 .1007E+01 .6842E+00 .6859E+00 .8722E+00 .8722E+00 .4478E-01
.3885E+03 .9974E+00 .6792E+00 .6809E+00 .8649E+00 .8649E+00 .4482E-01
.3890E+03 .1081E+01 .7373E+00 .7391E+00 .9379E+00 .9379E+00 .4485E-01
.3895E+03 .1196E+01 .8171E+00 .8190E+00 .1038E+01 .1038E+01 .4489E-01
.3900E+03 .1252E+01 .8570E+00 .8591E+00 .1088E+01 .1088E+01 .4492E-01
.3905E+03 .1260E+01 .8641E+00 .8662E+00 .1096E+01 .1096E+01 .4500E-01
.3910E+03 .1332E+01 .9152E+00 .9174E+00 .1159E+01 .1159E+01 .4509E-01
.3915E+03 .1349E+01 .9281E+00 .9304E+00 .1174E+01 .1174E+01 .4517E-01
.3920E+03 .1240E+01 .8545E+00 .8565E+00 .1080E+01 .1080E+01 .4525E-01
.3925E+03 .1031E+01 .7120E+00 .7137E+00 .8991E+00 .8991E+00 .4533E-01
.3930E+03 .7450E+00 .5154E+00 .5166E+00 .6501E+00 .6501E+00 .4542E-01
.3935E+03 .5912E+00 .4097E+00 .4107E+00 .5164E+00 .5164E+00 .4550E-01
.3940E+03 .7667E+00 .5322E+00 .5335E+00 .6701E+00 .6701E+00 .4558E-01
.3945E+03 .1056E+01 .7341E+00 .7358E+00 .9233E+00 .9233E+00 .4566E-01
.3950E+03 .1245E+01 .8669E+00 .8690E+00 .1089E+01 .1089E+01 .4575E-01
.3955E+03 .1324E+01 .9235E+00 .9256E+00 .1159E+01 .1159E+01 .4583E-01
.3960E+03 .1163E+01 .8119E+00 .8138E+00 .1018E+01 .1018E+01 .4591E-01
.3965E+03 .8433E+00 .5902E+00 .5915E+00 .7394E+00 .7394E+00 .4599E-01
.3970E+03 .6520E+00 .4571E+00 .4581E+00 .5721E+00 .5721E+00 .4607E-01
.3975E+03 .9614E+00 .6750E+00 .6766E+00 .8440E+00 .8440E+00 .4616E-01
.3980E+03 .1301E+01 .9143E+00 .9164E+00 .1142E+01 .1142E+01 .4624E-01
.3985E+03 .1534E+01 .1080E+01 .1082E+01 .1347E+01 .1347E+01 .4632E-01
.3990E+03 .1625E+01 .1146E+01 .1149E+01 .1429E+01 .1429E+01 .4640E-01
.3995E+03 .1672E+01 .1181E+01 .1184E+01 .1471E+01 .1471E+01 .4649E-01
.4000E+03 .1689E+01 .1194E+01 .1197E+01 .1486E+01 .1486E+01 .4657E-01
Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Beam_normal_+circumsolar Global_horizn_irradiance Global_tilted_irradiance Zonal_ground_reflectance
.2800E+03 .8200E-01 .6773E-18 .6830E-18 .8560E-18 .9481E-18 .4590E-01
.2805E+03 .9900E-01 .9615E-17 .9695E-17 .1169E-16 .1303E-16 .4569E-01
.2810E+03 .1500E+00 .3864E-16 .3896E-16 .4595E-16 .5143E-16 .4556E-01
.2815E+03 .2120E+00 .5898E-15 .5947E-15 .6788E-15 .7642E-15 .4536E-01
.2820E+03 .2670E+00 .3333E-14 .3360E-14 .3748E-14 .4238E-14 .4522E-01
.2825E+03 .3030E+00 .1037E-13 .1046E-13 .1146E-13 .1300E-13 .4511E-01
.2830E+03 .3250E+00 .3367E-13 .3393E-13 .3654E-13 .4159E-13 .4500E-01
.2835E+03 .3230E+00 .5787E-13 .5833E-13 .6204E-13 .7079E-13 .4492E-01
.2840E+03 .2990E+00 .6288E-12 .6337E-12 .8470E-12 .9283E-12 .4623E-01
.2845E+03 .2502E+00 .1708E-11 .1722E-11 .2323E-11 .2542E-11 .4628E-01
.2850E+03 .1759E+00 .4163E-11 .4195E-11 .5741E-11 .6269E-11 .4635E-01
.2855E+03 .1550E+00 .1575E-10 .1588E-10 .2227E-10 .2422E-10 .4647E-01
.2860E+03 .2420E+00 .4523E-10 .4558E-10 .6394E-10 .6955E-10 .4646E-01
.2865E+03 .3330E+00 .2083E-09 .2099E-09 .3016E-09 .3269E-09 .4658E-01
.2870E+03 .3620E+00 .5584E-09 .5625E-09 .8218E-09 .8885E-09 .4666E-01
.2875E+03 .3390E+00 .1676E-08 .1689E-08 .2148E-08 .2374E-08 .4596E-01
.2880E+03 .3110E+00 .6719E-08 .6768E-08 .8848E-08 .9733E-08 .4610E-01
.2885E+03 .3250E+00 .1565E-07 .1576E-07 .2077E-07 .2282E-07 .4614E-01
.2890E+03 .3920E+00 .4245E-07 .4276E-07 .5695E-07 .6246E-07 .4620E-01
.2895E+03 .4790E+00 .1273E-06 .1283E-06 .1741E-06 .1904E-06 .4629E-01
.2900E+03 .5630E+00 .3098E-06 .3120E-06 .4297E-06 .4687E-06 .4636E-01
.2905E+03 .6060E+00 .6185E-06 .6229E-06 .8670E-06 .9443E-06 .4641E-01
.2910E+03 .6180E+00 .1318E-05 .1327E-05 .1773E-05 .1944E-05 .4620E-01
.2915E+03 .5980E+00 .3222E-05 .3244E-05 .4352E-05 .4768E-05 .4622E-01
.2920E+03 .5670E+00 .6526E-05 .6571E-05 .8803E-05 .9646E-05 .4622E-01
.2925E+03 .5290E+00 .9425E-05 .9489E-05 .1252E-04 .1375E-04 .4613E-01
.2930E+03 .5380E+00 .1657E-04 .1669E-04 .2177E-04 .2395E-04 .4607E-01
.2935E+03 .5490E+00 .3562E-04 .3586E-04 .4668E-04 .5139E-04 .4606E-01
.2940E+03 .5330E+00 .5787E-04 .5825E-04 .7475E-04 .8248E-04 .4598E-01
.2945E+03 .5200E+00 .8304E-04 .8359E-04 .1199E-03 .1300E-03 .4655E-01
.2950E+03 .5270E+00 .1358E-03 .1367E-03 .1743E-03 .1925E-03 .4595E-01
.2955E+03 .5590E+00 .2597E-03 .2614E-03 .3404E-03 .3747E-03 .4606E-01
.2960E+03 .5730E+00 .4026E-03 .4052E-03 .5355E-03 .5881E-03 .4613E-01
.2965E+03 .5210E+00 .5409E-03 .5444E-03 .7309E-03 .8007E-03 .4621E-01
.2970E+03 .4780E+00 .6748E-03 .6791E-03 .9234E-03 .1009E-02 .4628E-01
.2975E+03 .5290E+00 .1147E-02 .1154E-02 .1602E-02 .1746E-02 .4638E-01
.2980E+03 .5280E+00 .1622E-02 .1633E-02 .2309E-02 .2509E-02 .4647E-01
.2985E+03 .4680E+00 .1866E-02 .1878E-02 .2693E-02 .2920E-02 .4653E-01
.2990E+03 .4720E+00 .2397E-02 .2412E-02 .3507E-02 .3795E-02 .4660E-01
