Wvlgth Extraterrestrial_spectrm Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar
.3450E+03 .9158E+00 .4424E+00 .1884E+00 .2739E+00
.3460E+03 .9427E+00 .4565E+00 .1973E+00 .2791E+00
.3470E+03 .9695E+00 .4735E+00 .2055E+00 .2880E+00
.3480E+03 .9247E+00 .4533E+00 .1989E+00 .2729E+00
.3490E+03 .8990E+00 .4423E+00 .1961E+00 .2636E+00
.3500E+03 .1012E+01 .5016E+00 .2239E+00 .2968E+00
.3510E+03 .1053E+01 .5253E+00 .2356E+00 .3091E+00
.3520E+03 .9838E+00 .4945E+00 .2227E+00 .2894E+00
.3530E+03 .9801E+00 .4942E+00 .2250E+00 .2861E+00
.3540E+03 .1135E+01 .5733E+00 .2631E+00 .3291E+00
.3550E+03 .1141E+01 .5799E+00 .2676E+00 .3307E+00
.3560E+03 .1025E+01 .5249E+00 .2439E+00 .2970E+00
.3570E+03 .8420E+00 .4329E+00 .2023E+00 .2432E+00
.3580E+03 .7892E+00 .4074E+00 .1916E+00 .2271E+00
.3590E+03 .8580E+00 .4449E+00 .2105E+00 .2463E+00
.3600E+03 .1089E+01 .5673E+00 .2697E+00 .3120E+00
.3610E+03 .9415E+00 .4929E+00 .2358E+00 .2691E+00
.3620E+03 .9580E+00 .5061E+00 .2435E+00 .2744E+00
.3630E+03 .1071E+01 .5704E+00 .2758E+00 .3072E+00
.3640E+03 .1072E+01 .5748E+00 .2793E+00 .3074E+00
.3650E+03 .1097E+01 .5914E+00 .2888E+00 .3141E+00
.3660E+03 .1286E+01 .6974E+00 .3423E+00 .3680E+00
.3670E+03 .1258E+01 .6856E+00 .3383E+00 .3593E+00
.3680E+03 .1157E+01 .6333E+00 .3140E+00 .3296E+00
.3690E+03 .1194E+01 .6578E+00 .3277E+00 .3401E+00
.3700E+03 .1293E+01 .7167E+00 .3587E+00 .3681E+00
.3710E+03 .1181E+01 .6583E+00 .3310E+00 .3358E+00
.3720E+03 .1144E+01 .6405E+00 .3235E+00 .3245E+00
.3730E+03 .1044E+01 .5879E+00 .2982E+00 .2959E+00
.3740E+03 .9344E+00 .5287E+00 .2694E+00 .2644E+00
.3750E+03 .9850E+00 .5601E+00 .2866E+00 .2783E+00
.3760E+03 .1124E+01 .6415E+00 .3297E+00 .3166E+00
.3770E+03 .1181E+01 .6773E+00 .3495E+00 .3321E+00
.3780E+03 .1414E+01 .8141E+00 .4219E+00 .3965E+00
.3790E+03 .1226E+01 .7079E+00 .3684E+00 .3425E+00
.3800E+03 .1152E+01 .6672E+00 .3487E+00 .3207E+00
.3810E+03 .1249E+01 .7278E+00 .3818E+00 .3477E+00
.3820E+03 .9543E+00 .5595E+00 .2946E+00 .2657E+00
.3830E+03 .7360E+00 .4342E+00 .2294E+00 .2049E+00
.3840E+03 .8210E+00 .4866E+00 .2581E+00 .2281E+00
.3850E+03 .1080E+01 .6433E+00 .3424E+00 .2997E+00
.3860E+03 .9911E+00 .5934E+00 .3170E+00 .2748E+00
.3870E+03 .1035E+01 .6229E+00 .3339E+00 .2867E+00
.3880E+03 .1007E+01 .6083E+00 .3272E+00 .2782E+00
.3890E+03 .1081E+01 .6561E+00 .3541E+00 .2982E+00
.3900E+03 .1252E+01 .7633E+00 .4134E+00 .3449E+00
.3910E+03 .1332E+01 .8159E+00 .4433E+00 .3663E+00
.3920E+03 .1240E+01 .7622E+00 .4155E+00 .3401E+00
.3930E+03 .7450E+00 .4603E+00 .2517E+00 .2042E+00
.3940E+03 .7667E+00 .4757E+00 .2610E+00 .2098E+00
.3950E+03 .1245E+01 .7755E+00 .4268E+00 .3399E+00
.3960E+03 .1163E+01 .7267E+00 .4012E+00 .3166E+00
.3970E+03 .6520E+00 .4096E+00 .2268E+00 .1774E+00
.3980E+03 .1301E+01 .8197E+00 .4553E+00 .3528E+00
.3990E+03 .1625E+01 .1029E+01 .5730E+00 .4401E+00
.4000E+03 .1689E+01 .1072E+01 .5990E+00 .4560E+00
.4010E+03 .1752E+01 .1119E+01 .6259E+00 .4740E+00
.4020E+03 .1814E+01 .1164E+01 .6529E+00 .4902E+00
.4030E+03 .1740E+01 .1121E+01 .6307E+00 .4695E+00
.4040E+03 .1763E+01 .1140E+01 .6429E+00 .4745E+00
.4050E+03 .1715E+01 .1112E+01 .6291E+00 .4603E+00
.4060E+03 .1666E+01 .1085E+01 .6155E+00 .4466E+00
.4070E+03 .1630E+01 .1067E+01 .6065E+00 .4364E+00
.4080E+03 .1699E+01 .1114E+01 .6353E+00 .4532E+00
.4090E+03 .1809E+01 .1191E+01 .6805E+00 .4814E+00
.4100E+03 .1537E+01 .1015E+01 .5818E+00 .4082E+00
.4110E+03 .1715E+01 .1137E+01 .6532E+00 .4547E+00
.4120E+03 .1816E+01 .1209E+01 .6963E+00 .4809E+00
.4130E+03 .1739E+01 .1161E+01 .6699E+00 .4588E+00
.4140E+03 .1714E+01 .1149E+01 .6646E+00 .4516E+00
.4150E+03 .1769E+01 .1190E+01 .6899E+00 .4651E+00
.4160E+03 .1815E+01 .1226E+01 .7125E+00 .4767E+00
.4170E+03 .1766E+01 .1196E+01 .6969E+00 .4625E+00
.4180E+03 .1685E+01 .1145E+01 .6685E+00 .4402E+00
.4190E+03 .1749E+01 .1192E+01 .6977E+00 .4559E+00
.4200E+03 .1599E+01 .1093E+01 .6411E+00 .4157E+00
.4210E+03 .1811E+01 .1242E+01 .7301E+00 .4698E+00
.4220E+03 .1782E+01 .1226E+01 .7221E+00 .4611E+00
.4230E+03 .1721E+01 .1188E+01 .7011E+00 .4443E+00
.4240E+03 .1708E+01 .1182E+01 .6991E+00 .4396E+00
.4250E+03 .1755E+01 .1219E+01 .7224E+00 .4509E+00
.4260E+03 .1699E+01 .1185E+01 .7036E+00 .4361E+00
.4270E+03 .1638E+01 .1145E+01 .6815E+00 .4193E+00
.4280E+03 .1651E+01 .1157E+01 .6898E+00 .4213E+00
.4290E+03 .1523E+01 .1072E+01 .6403E+00 .3884E+00
.4300E+03 .1212E+01 .8556E+00 .5120E+00 .3084E+00
.4310E+03 .1099E+01 .7770E+00 .4659E+00 .2785E+00
.4320E+03 .1822E+01 .1293E+01 .7770E+00 .4612E+00
.4330E+03 .1691E+01 .1204E+01 .7247E+00 .4271E+00
.4340E+03 .1560E+01 .1113E+01 .6710E+00 .3927E+00
.4350E+03 .1709E+01 .1221E+01 .7377E+00 .4287E+00
.4360E+03 .1868E+01 .1340E+01 .8109E+00 .4681E+00
.4370E+03 .1900E+01 .1369E+01 .8295E+00 .4756E+00
.4380E+03 .1663E+01 .1202E+01 .7295E+00 .4155E+00
.4390E+03 .1601E+01 .1157E+01 .7035E+00 .3976E+00
.4400E+03 .1830E+01 .1326E+01 .8082E+00 .4537E+00
.4410E+03 .1799E+01 .1309E+01 .7989E+00 .4454E+00
.4420E+03 .1922E+01 .1402E+01 .8570E+00 .4746E+00
.4430E+03 .1949E+01 .1422E+01 .8710E+00 .4789E+00
.4440E+03 .1894E+01 .1387E+01 .8505E+00 .4647E+00
.4450E+03 .1965E+01 .1440E+01 .8847E+00 .4802E+00
.4460E+03 .1756E+01 .1292E+01 .7948E+00 .4288E+00
.4470E+03 .1990E+01 .1470E+01 .9055E+00 .4856E+00
.4480E+03 .2014E+01 .1488E+01 .9183E+00 .4890E+00
.4490E+03 .2001E+01 .1486E+01 .9179E+00 .4858E+00
.4500E+03 .2069E+01 .1541E+01 .9534E+00 .5014E+00
.4510E+03 .2142E+01 .1599E+01 .9908E+00 .5177E+00
.4520E+03 .2047E+01 .1532E+01 .9503E+00 .4935E+00
.4530E+03 .1886E+01 .1415E+01 .8792E+00 .4537E+00
.4540E+03 .2018E+01 .1519E+01 .9447E+00 .4846E+00
.4550E+03 .2001E+01 .1508E+01 .9398E+00 .4790E+00
.4560E+03 .2063E+01 .1559E+01 .9725E+00 .4926E+00
.4570E+03 .2077E+01 .1573E+01 .9825E+00 .4943E+00
.4580E+03 .2032E+01 .1539E+01 .9633E+00 .4814E+00
.4590E+03 .2012E+01 .1528E+01 .9574E+00 .4754E+00
.4600E+03 .1997E+01 .1518E+01 .9529E+00 .4700E+00
.4610E+03 .2064E+01 .1572E+01 .9881E+00 .4844E+00
.4620E+03 .2078E+01 .1588E+01 .9990E+00 .4869E+00
.4630E+03 .2084E+01 .1594E+01 .1004E+01 .4865E+00
.4640E+03 .2015E+01 .1546E+01 .9751E+00 .4699E+00
.4650E+03 .1984E+01 .1528E+01 .9645E+00 .4624E+00
.4660E+03 .2021E+01 .1561E+01 .9864E+00 .4703E+00
.4670E+03 .1931E+01 .1492E+01 .9441E+00 .4473E+00
.4680E+03 .2012E+01 .1558E+01 .9867E+00 .4647E+00
.4690E+03 .2018E+01 .1565E+01 .9925E+00 .4646E+00
.4700E+03 .1939E+01 .1505E+01 .9557E+00 .4447E+00
.4710E+03 .1969E+01 .1531E+01 .9733E+00 .4503E+00
.4720E+03 .2070E+01 .1611E+01 .1025E+01 .4716E+00
.4730E+03 .1988E+01 .1549E+01 .9871E+00 .4514E+00
.4740E+03 .2012E+01 .1566E+01 .9997E+00 .4544E+00
.4750E+03 .2080E+01 .1616E+01 .1034E+01 .4671E+00
.4760E+03 .2012E+01 .1559E+01 .1001E+01 .4489E+00
.4770E+03 .2025E+01 .1568E+01 .1008E+01 .4494E+00
.4780E+03 .2086E+01 .1618E+01 .1042E+01 .4620E+00
.4790E+03 .2040E+01 .1586E+01 .1024E+01 .4511E+00
.4800E+03 .2068E+01 .1611E+01 .1043E+01 .4567E+00
.4810E+03 .2061E+01 .1610E+01 .1044E+01 .4545E+00
.4820E+03 .2062E+01 .1615E+01 .1049E+01 .4545E+00
.4830E+03 .2031E+01 .1595E+01 .1038E+01 .4474E+00
.4840E+03 .1989E+01 .1564E+01 .1020E+01 .4374E+00
.4850E+03 .1979E+01 .1558E+01 .1018E+01 .4344E+00
.4860E+03 .1601E+01 .1263E+01 .8262E+00 .3510E+00
.4870E+03 .1789E+01 .1414E+01 .9264E+00 .3916E+00
.4880E+03 .1935E+01 .1529E+01 .1004E+01 .4221E+00
.4890E+03 .1822E+01 .1440E+01 .9470E+00 .3959E+00
.4900E+03 .2032E+01 .1608E+01 .1059E+01 .4406E+00
.4910E+03 .1949E+01 .1544E+01 .1020E+01 .4218E+00
.4920E+03 .1856E+01 .1472E+01 .9733E+00 .4006E+00
.4930E+03 .1983E+01 .1573E+01 .1042E+01 .4268E+00
.4940E+03 .1934E+01 .1535E+01 .1019E+01 .4150E+00
.4950E+03 .2051E+01 .1629E+01 .1083E+01 .4389E+00
.4960E+03 .1949E+01 .1548E+01 .1031E+01 .4156E+00
.4970E+03 .1980E+01 .1573E+01 .1050E+01 .4209E+00
.4980E+03 .1924E+01 .1529E+01 .1022E+01 .4076E+00
.4990E+03 .1923E+01 .1528E+01 .1024E+01 .4057E+00
.5000E+03 .1916E+01 .1521E+01 .1021E+01 .4024E+00
.5010E+03 .1858E+01 .1476E+01 .9913E+00 .3899E+00
.5020E+03 .1860E+01 .1474E+01 .9919E+00 .3877E+00
.5030E+03 .1949E+01 .1540E+01 .1039E+01 .4035E+00
.5040E+03 .1833E+01 .1434E+01 .9693E+00 .3738E+00
.5050E+03 .1947E+01 .1536E+01 .1040E+01 .3995E+00
.5060E+03 .2025E+01 .1597E+01 .1083E+01 .4139E+00
.5070E+03 .1935E+01 .1527E+01 .1037E+01 .3946E+00
.5080E+03 .1880E+01 .1488E+01 .1012E+01 .3834E+00
.5090E+03 .1965E+01 .1559E+01 .1061E+01 .4005E+00
.5100E+03 .1910E+01 .1518E+01 .1035E+01 .3889E+00
.5110E+03 .1941E+01 .1545E+01 .1055E+01 .3947E+00
.5120E+03 .1989E+01 .1586E+01 .1084E+01 .4037E+00
.5130E+03 .1866E+01 .1489E+01 .1020E+01 .3779E+00
.5140E+03 .1824E+01 .1457E+01 .9991E+00 .3685E+00
.5150E+03 .1875E+01 .1498E+01 .1029E+01 .3776E+00
.5160E+03 .1891E+01 .1511E+01 .1039E+01 .3796E+00
.5170E+03 .1539E+01 .1230E+01 .8478E+00 .3082E+00
.5180E+03 .1759E+01 .1406E+01 .9705E+00 .3511E+00
.5190E+03 .1704E+01 .1362E+01 .9414E+00 .3389E+00
.5200E+03 .1860E+01 .1486E+01 .1029E+01 .3685E+00
.5210E+03 .1873E+01 .1496E+01 .1037E+01 .3697E+00
.5220E+03 .1915E+01 .1529E+01 .1062E+01 .3765E+00
.5230E+03 .1804E+01 .1440E+01 .1001E+01 .3535E+00
.5240E+03 .1941E+01 .1548E+01 .1078E+01 .3785E+00
.5250E+03 .1928E+01 .1535E+01 .1071E+01 .3738E+00
.5260E+03 .1874E+01 .1491E+01 .1042E+01 .3619E+00
.5270E+03 .1641E+01 .1303E+01 .9122E+00 .3151E+00
.5280E+03 .1880E+01 .1491E+01 .1045E+01 .3591E+00
.5290E+03 .1969E+01 .1559E+01 .1095E+01 .3742E+00
.5300E+03 .1892E+01 .1497E+01 .1053E+01 .3582E+00
.5310E+03 .1995E+01 .1578E+01 .1112E+01 .3763E+00
.5320E+03 .1958E+01 .1549E+01 .1093E+01 .3681E+00
.5330E+03 .1747E+01 .1383E+01 .9766E+00 .3275E+00
.5340E+03 .1869E+01 .1480E+01 .1047E+01 .3496E+00
.5350E+03 .1895E+01 .1502E+01 .1064E+01 .3538E+00
.5360E+03 .1974E+01 .1566E+01 .1110E+01 .3677E+00
.5370E+03 .1824E+01 .1448E+01 .1028E+01 .3391E+00
.5380E+03 .1913E+01 .1520E+01 .1080E+01 .3549E+00
.5390E+03 .1864E+01 .1482E+01 .1055E+01 .3450E+00
.5400E+03 .1800E+01 .1430E+01 .1019E+01 .3319E+00
.5410E+03 .1734E+01 .1374E+01 .9806E+00 .3177E+00
.5420E+03 .1888E+01 .1495E+01 .1068E+01 .3445E+00
.5430E+03 .1851E+01 .1470E+01 .1051E+01 .3378E+00
.5440E+03 .1919E+01 .1521E+01 .1089E+01 .3482E+00
.5450E+03 .1874E+01 .1485E+01 .1065E+01 .3391E+00
.5460E+03 .1861E+01 .1471E+01 .1056E+01 .3346E+00
.5470E+03 .1882E+01 .1489E+01 .1071E+01 .3379E+00
.5480E+03 .1826E+01 .1446E+01 .1041E+01 .3272E+00
.5490E+03 .1880E+01 .1491E+01 .1075E+01 .3363E+00
.5500E+03 .1863E+01 .1479E+01 .1067E+01 .3326E+00
.5510E+03 .1859E+01 .1477E+01 .1067E+01 .3311E+00
.5520E+03 .1896E+01 .1507E+01 .1090E+01 .3367E+00
.5530E+03 .1842E+01 .1463E+01 .1060E+01 .3259E+00
.5540E+03 .1878E+01 .1491E+01 .1081E+01 .3310E+00
.5550E+03 .1889E+01 .1499E+01 .1088E+01 .3315E+00
.5560E+03 .1857E+01 .1472E+01 .1071E+01 .3246E+00
.5570E+03 .1812E+01 .1436E+01 .1045E+01 .3154E+00
.5580E+03 .1853E+01 .1466E+01 .1069E+01 .3209E+00
.5590E+03 .1755E+01 .1386E+01 .1012E+01 .3023E+00
.5600E+03 .1786E+01 .1410E+01 .1031E+01 .3065E+00
.5610E+03 .1890E+01 .1492E+01 .1092E+01 .3230E+00
.5620E+03 .1801E+01 .1420E+01 .1041E+01 .3062E+00
.5630E+03 .1871E+01 .1473E+01 .1081E+01 .3165E+00
.5640E+03 .1836E+01 .1443E+01 .1061E+01 .3091E+00
.5650E+03 .1849E+01 .1452E+01 .1069E+01 .3098E+00
.5660E+03 .1750E+01 .1372E+01 .1011E+01 .2918E+00
.5670E+03 .1868E+01 .1462E+01 .1079E+01 .3098E+00
.5680E+03 .1859E+01 .1448E+01 .1070E+01 .3056E+00
.5690E+03 .1831E+01 .1412E+01 .1045E+01 .2965E+00
.5700E+03 .1828E+01 .1412E+01 .1046E+01 .2957E+00
.5710E+03 .1762E+01 .1366E+01 .1013E+01 .2852E+00
.5720E+03 .1872E+01 .1441E+01 .1071E+01 .2998E+00
.5730E+03 .1881E+01 .1447E+01 .1076E+01 .2999E+00
.5740E+03 .1873E+01 .1439E+01 .1071E+01 .2973E+00
.5750E+03 .1834E+01 .1406E+01 .1048E+01 .2894E+00
.5760E+03 .1818E+01 .1394E+01 .1040E+01 .2861E+00
.5770E+03 .1862E+01 .1429E+01 .1067E+01 .2924E+00
.5780E+03 .1799E+01 .1384E+01 .1035E+01 .2827E+00
.5790E+03 .1816E+01 .1404E+01 .1051E+01 .2861E+00
.5800E+03 .1834E+01 .1428E+01 .1069E+01 .2904E+00
.5810E+03 .1833E+01 .1434E+01 .1075E+01 .2911E+00
.5820E+03 .1852E+01 .1456E+01 .1092E+01 .2949E+00
.5830E+03 .1863E+01 .1471E+01 .1104E+01 .2972E+00
.5840E+03 .1854E+01 .1468E+01 .1102E+01 .2958E+00
.5850E+03 .1836E+01 .1455E+01 .1094E+01 .2926E+00
.5860E+03 .1792E+01 .1420E+01 .1069E+01 .2846E+00
.5870E+03 .1838E+01 .1451E+01 .1093E+01 .2897E+00
.5880E+03 .1821E+01 .1417E+01 .1069E+01 .2816E+00
.5890E+03 .1624E+01 .1222E+01 .9247E+00 .2412E+00
.5900E+03 .1722E+01 .1299E+01 .9838E+00 .2557E+00
.5910E+03 .1809E+01 .1389E+01 .1052E+01 .2731E+00
.5920E+03 .1788E+01 .1360E+01 .1031E+01 .2662E+00
.5930E+03 .1792E+01 .1379E+01 .1046E+01 .2695E+00
.5940E+03 .1789E+01 .1372E+01 .1042E+01 .2671E+00
.5950E+03 .1778E+01 .1354E+01 .1030E+01 .2625E+00
.5960E+03 .1796E+01 .1396E+01 .1062E+01 .2704E+00
.5970E+03 .1806E+01 .1399E+01 .1066E+01 .2701E+00
.5980E+03 .1772E+01 .1382E+01 .1054E+01 .2661E+00
.5990E+03 .1764E+01 .1382E+01 .1054E+01 .2654E+00
.6000E+03 .1770E+01 .1395E+01 .1066E+01 .2674E+00
.6010E+03 .1742E+01 .1379E+01 .1054E+01 .2636E+00
.6020E+03 .1715E+01 .1358E+01 .1038E+01 .2588E+00
.6030E+03 .1749E+01 .1386E+01 .1061E+01 .2635E+00
.6040E+03 .1779E+01 .1410E+01 .1081E+01 .2673E+00
.6050E+03 .1773E+01 .1407E+01 .1079E+01 .2662E+00
.6060E+03 .1758E+01 .1400E+01 .1075E+01 .2643E+00
.6070E+03 .1762E+01 .1409E+01 .1082E+01 .2653E+00
.6080E+03 .1751E+01 .1404E+01 .1079E+01 .2639E+00
.6090E+03 .1734E+01 .1393E+01 .1071E+01 .2613E+00
.6100E+03 .1724E+01 .1387E+01 .1067E+01 .2596E+00
.6110E+03 .1712E+01 .1380E+01 .1062E+01 .2576E+00
.6120E+03 .1736E+01 .1400E+01 .1079E+01 .2609E+00
.6130E+03 .1710E+01 .1380E+01 .1064E+01 .2565E+00
.6140E+03 .1655E+01 .1338E+01 .1032E+01 .2482E+00
.6150E+03 .1712E+01 .1387E+01 .1071E+01 .2567E+00
.6160E+03 .1664E+01 .1350E+01 .1043E+01 .2494E+00
.6170E+03 .1641E+01 .1333E+01 .1030E+01 .2456E+00
.6180E+03 .1702E+01 .1383E+01 .1070E+01 .2543E+00
.6190E+03 .1709E+01 .1390E+01 .1076E+01 .2548E+00
.6200E+03 .1711E+01 .1390E+01 .1077E+01 .2541E+00
.6210E+03 .1724E+01 .1395E+01 .1082E+01 .2544E+00
.6220E+03 .1678E+01 .1345E+01 .1044E+01 .2441E+00
.6230E+03 .1682E+01 .1334E+01 .1037E+01 .2413E+00
.6240E+03 .1667E+01 .1330E+01 .1034E+01 .2401E+00
.6250E+03 .1644E+01 .1321E+01 .1028E+01 .2382E+00
.6260E+03 .1640E+01 .1319E+01 .1027E+01 .2373E+00
.6270E+03 .1693E+01 .1357E+01 .1057E+01 .2434E+00
.6280E+03 .1693E+01 .1281E+01 .1001E+01 .2273E+00
.6290E+03 .1687E+01 .1328E+01 .1037E+01 .2364E+00
.6300E+03 .1665E+01 .1310E+01 .1023E+01 .2326E+00
.6310E+03 .1659E+01 .1332E+01 .1041E+01 .2367E+00
.6320E+03 .1590E+01 .1283E+01 .1003E+01 .2276E+00
.6330E+03 .1674E+01 .1365E+01 .1067E+01 .2419E+00
.6340E+03 .1637E+01 .1344E+01 .1051E+01 .2378E+00
.6350E+03 .1652E+01 .1360E+01 .1064E+01 .2402E+00
.6360E+03 .1609E+01 .1329E+01 .1040E+01 .2343E+00
.6370E+03 .1661E+01 .1374E+01 .1076E+01 .2418E+00
.6380E+03 .1665E+01 .1383E+01 .1084E+01 .2429E+00
.6390E+03 .1653E+01 .1377E+01 .1080E+01 .2415E+00
.6400E+03 .1613E+01 .1348E+01 .1058E+01 .2360E+00
.6410E+03 .1610E+01 .1349E+01 .1059E+01 .2356E+00
.6420E+03 .1609E+01 .1351E+01 .1061E+01 .2356E+00
.6430E+03 .1625E+01 .1365E+01 .1073E+01 .2375E+00
.6440E+03 .1614E+01 .1359E+01 .1069E+01 .2360E+00
.6450E+03 .1627E+01 .1369E+01 .1077E+01 .2370E+00
.6460E+03 .1591E+01 .1329E+01 .1047E+01 .2294E+00
.6470E+03 .1606E+01 .1322E+01 .1043E+01 .2273E+00
.6480E+03 .1602E+01 .1309E+01 .1033E+01 .2245E+00
.6490E+03 .1551E+01 .1269E+01 .1002E+01 .2169E+00
.6500E+03 .1526E+01 .1276E+01 .1008E+01 .2184E+00
.6510E+03 .1613E+01 .1356E+01 .1071E+01 .2317E+00
.6520E+03 .1591E+01 .1301E+01 .1030E+01 .2210E+00
.6530E+03 .1598E+01 .1343E+01 .1062E+01 .2284E+00
.6540E+03 .1575E+01 .1328E+01 .1051E+01 .2254E+00
.6550E+03 .1523E+01 .1266E+01 .1003E+01 .2140E+00
.6560E+03 .1323E+01 .1112E+01 .8808E+00 .1877E+00
.6570E+03 .1384E+01 .1162E+01 .9214E+00 .1958E+00
.6580E+03 .1539E+01 .1299E+01 .1030E+01 .2185E+00
.6590E+03 .1542E+01 .1303E+01 .1035E+01 .2188E+00
.6600E+03 .1558E+01 .1311E+01 .1042E+01 .2195E+00
.6610E+03 .1566E+01 .1305E+01 .1038E+01 .2177E+00
.6620E+03 .1571E+01 .1294E+01 .1030E+01 .2149E+00
.6630E+03 .1563E+01 .1296E+01 .1032E+01 .2150E+00
.6640E+03 .1554E+01 .1308E+01 .1042E+01 .2170E+00
.6650E+03 .1567E+01 .1331E+01 .1060E+01 .2206E+00
.6660E+03 .1555E+01 .1330E+01 .1060E+01 .2202E+00
.6670E+03 .1535E+01 .1321E+01 .1053E+01 .2183E+00
.6680E+03 .1535E+01 .1325E+01 .1056E+01 .2187E+00
.6690E+03 .1558E+01 .1348E+01 .1075E+01 .2220E+00
.6700E+03 .1534E+01 .1329E+01 .1061E+01 .2185E+00
.6710E+03 .1529E+01 .1326E+01 .1059E+01 .2176E+00
.6720E+03 .1506E+01 .1308E+01 .1045E+01 .2141E+00
.6730E+03 .1517E+01 .1319E+01 .1054E+01 .2155E+00
.6740E+03 .1513E+01 .1317E+01 .1053E+01 .2147E+00
.6750E+03 .1499E+01 .1306E+01 .1045E+01 .2124E+00
.6760E+03 .1515E+01 .1321E+01 .1057E+01 .2144E+00
.6770E+03 .1500E+01 .1308E+01 .1048E+01 .2120E+00
.6780E+03 .1507E+01 .1315E+01 .1054E+01 .2126E+00
.6790E+03 .1493E+01 .1304E+01 .1046E+01 .2103E+00
.6800E+03 .1494E+01 .1306E+01 .1048E+01 .2101E+00
.6810E+03 .1487E+01 .1300E+01 .1044E+01 .2088E+00
.6820E+03 .1493E+01 .1306E+01 .1049E+01 .2093E+00
.6830E+03 .1476E+01 .1292E+01 .1039E+01 .2066E+00
.6840E+03 .1466E+01 .1283E+01 .1032E+01 .2047E+00
.6850E+03 .1465E+01 .1284E+01 .1033E+01 .2044E+00
.6860E+03 .1433E+01 .1255E+01 .1011E+01 .1993E+00
.6870E+03 .1472E+01 .8982E+00 .7331E+00 .1348E+00
.6880E+03 .1476E+01 .1042E+01 .8469E+00 .1595E+00
.6890E+03 .1478E+01 .1049E+01 .8526E+00 .1603E+00
.6900E+03 .1479E+01 .1100E+01 .8933E+00 .1689E+00
.6910E+03 .1468E+01 .1149E+01 .9315E+00 .1773E+00
.6920E+03 .1454E+01 .1182E+01 .9580E+00 .1832E+00
.6930E+03 .1458E+01 .1175E+01 .9527E+00 .1814E+00
.6940E+03 .1457E+01 .1161E+01 .9421E+00 .1788E+00
.6950E+03 .1435E+01 .1185E+01 .9608E+00 .1830E+00
